ModelOne,,,,ModelTwo,,,,Norm(Distance)
-1.1426596493623127,1.5821108145750582,-5.281354131727288,,-1.0510721287546483,1.520793617991409,-5.05633455258304,,0.250563132815248
1.1636146289383211,0.9715170009336266,-5.107200236406791,,1.1730944317694347,0.968830960030759,-5.233589270398405,,0.12677251039078682
-1.4200139986227174,2.4875666305676227,-5.239371872074117,,-1.3818872480907447,2.4479409047769782,-5.160604538208074,,0.09606320906011498
-1.6996330443011227,-1.446000675551553,-4.924964408686573,,-1.7405392081019406,-1.4705553571263645,-4.999705103888821,,0.0886702776777826
0.654055790476623,-1.393685450946441,-4.596988085111681,,0.6523945540483247,-1.388563204397824,-4.602939501449617,,0.008025987328857231
0.16230459975568723,-1.1823605901268388,-4.620691963316969,,0.16533096436230177,-1.1707404264503372,-4.599131449479109,,0.024678793397437858
